Area Name,Area Type,Year,Month,Date_Numeric,Seasonally Adjusted(Y/N),Status,Labor Force,Employment,Unemployment,Unemployment Rate,Benchmark
Dixon Lane Meadow Creek CDP,Sub-County Place,2017,February,02/2017,N,Final,1200,1080,120,10.2,2023
Torrance city,Sub-County Place,2015,August,08/2015,N,Final,75900,72300,3600,4.7,2023
Yosemite Valley CDP,Sub-County Place,2015,May,05/2015,N,Final,1270,1210,60,4.8,2023
Bradbury city,Sub-County Place,2021,March,03/2021,N,Final,400,300,100,15.0,2023
Calabasas city,Sub-County Place,2013,November,11/2013,N,Final,11500,10100,1500,12.6,2023
Portola city,Sub-County Place,2014,April,04/2014,N,Final,800,690,110,13.6,2023
Fontana city,Sub-County Place,2012,July,07/2012,N,Final,91400,79000,12400,13.6,2023
Mendocino County,County,1992,July,07/1992,N,Final,41190,36550,4640,11.3,2021
Vacaville city,Sub-County Place,2013,December,12/2013,N,Final,43500,40700,2900,6.6,2023
Easton CDP,Sub-County Place,2012,January,01/2012,N,Final,1100,1000,100,13.0,2023
Shingle Springs CDP,Sub-County Place,2016,April,04/2016,N,Final,1600,1500,0,0.8,2023
Channel Islands Beach CDP,Sub-County Place,2016,August,08/2016,N,Final,1500,1400,0,2.9,2023
Monterey County,County,2016,April,04/2016,N,Final,221800,204800,17000,7.7,2023
Los Angeles County,County,2008,May,05/2008,Y,Final,4906800,4567600,339200,6.9,2023
El Verano CDP,Sub-County Place,2023,November,11/2023,N,Final,1500,1400,100,8.2,2023
Santa Ana city,Sub-County Place,2016,March,03/2016,N,Final,157900,150900,6900,4.4,2023
Oroville city,Sub-County Place,2013,May,05/2013,N,Final,7500,6500,900,12.3,2023
Mineral CDP,Sub-County Place,2023,August,08/2023,N,Final,60,50,10,22.4,2023
Tuolumne City CDP,Sub-County Place,2010,October,10/2010,N,Final,510,510,0,0.0,2023
Turlock city,Sub-County Place,2019,June,06/2019,N,Final,33500,31900,1700,4.9,2023
Tulare County,County,1997,August,08/1997,N,Final,161300,139700,21700,13.4,2021
Inglewood city,Sub-County Place,2019,September,09/2019,N,Final,53400,50500,2900,5.4,2023
Perris city,Sub-County Place,2013,June,06/2013,N,Final,28600,24300,4300,15.0,2023
Monterey County,County,2003,July,07/2003,N,Final,215200,200200,15100,7.0,2021
Artesia city,Sub-County Place,2010,April,04/2010,N,Final,7800,6600,1200,15.0,2023
West Hollywood city,Sub-County Place,2019,March,03/2019,N,Final,27300,26000,1300,4.9,2023
Alondra Park CDP,Sub-County Place,2018,May,05/2018,N,Final,4100,4000,100,2.7,2023
Yucaipa city,Sub-County Place,2012,April,04/2012,N,Final,23800,21100,2700,11.4,2023
Davis city,Sub-County Place,2013,May,05/2013,N,Final,34200,32000,2200,6.5,2023
Weedpatch CDP,Sub-County Place,2021,October,10/2021,N,Final,1000,800,200,22.5,2023
Foothill Farms CDP,Sub-County Place,2023,June,06/2023,N,Final,15500,14700,800,5.4,2023
Calistoga city,Sub-County Place,2013,September,09/2013,N,Final,2500,2400,100,3.0,2023
Middletown CDP,Sub-County Place,2017,December,12/2017,N,Final,820,760,50,6.5,2023
Salinas MSA,Metropolitan Area,1995,January,01/1995,N,Final,173500,140700,32900,18.9,2021
Felton CDP,Sub-County Place,2019,June,06/2019,N,Final,2000,1900,100,4.8,2023
Winton CDP,Sub-County Place,2023,December,12/2023,N,Final,4800,4200,600,12.8,2023
Modesto MSA,Metropolitan Area,2016,August,08/2016,N,Final,246700,227400,19300,7.8,2023
Sonoma County,County,1990,January,01/1990,N,Final,202500,194400,8200,4.0,2021
Ashland CDP,Sub-County Place,2015,September,09/2015,N,Final,11200,10600,600,5.7,2023
Loyalton city,Sub-County Place,2020,February,02/2020,N,Final,390,380,10,3.1,2023
Laguna Beach city,Sub-County Place,2019,October,10/2019,N,Final,12500,12300,300,2.3,2023
Mono County,County,2024,July,07/2024,N,Final,9060,8690,370,4.1,2023
Imperial city,Sub-County Place,2019,November,11/2019,N,Final,7900,6900,1000,12.6,2023
Elk Grove CDP,Sub-County Place,2023,May,05/2023,N,Final,85800,83000,2900,3.3,2023
Ridgemark CDP,Sub-County Place,2017,May,05/2017,N,Final,1300,1300,0,2.7,2023
Contra Costa County,County,2002,March,03/2002,N,Final,513300,483900,29400,5.7,2023
Florence Graham CDP,Sub-County Place,2023,June,06/2023,N,Final,27800,25800,2000,7.1,2023
National City city,Sub-County Place,2015,October,10/2015,N,Final,24500,23000,1600,6.3,2023
Valley Center CDP,Sub-County Place,2015,November,11/2015,N,Final,4800,4700,100,2.7,2023
Needles city,Sub-County Place,2021,March,03/2021,N,Final,1600,1400,300,16.8,2023
Stockton city,Sub-County Place,2020,June,06/2020,N,Final,133900,112500,21400,16.0,2023
San Diego city,Sub-County Place,2010,June,06/2010,N,Final,673300,602500,70800,10.5,2023
Goshen CDP,Sub-County Place,2019,July,07/2019,N,Final,2200,2100,100,5.4,2023
Pittsburg city,Sub-County Place,2011,August,08/2011,N,Final,31800,27800,4000,12.7,2023
Exeter city,Sub-County Place,2017,June,06/2017,N,Final,4300,3500,700,17.4,2023
Riverside-San Bernardino-Ontario MSA,Metropolitan Area,2018,August,08/2018,N,Final,2028400,1934500,93900,4.6,2023
Morro Bay city,Sub-County Place,2016,November,11/2016,N,Final,5300,4900,400,7.6,2023
Gonzales city,Sub-County Place,2020,June,06/2020,N,Final,4400,4100,400,8.0,2023
Tupman CDP,Sub-County Place,2016,October,10/2016,N,Final,100,100,0,0.0,2023
Alameda County,County,2020,January,01/2020,N,Final,839400,813200,26200,3.1,2023
Montebello city,Sub-County Place,2019,November,11/2019,N,Final,29600,28200,1400,4.6,2023
Avalon city,Sub-County Place,2018,October,10/2018,N,Final,2100,2100,0,0.0,2023
Santee city,Sub-County Place,2023,July,07/2023,N,Final,29400,28400,1000,3.3,2023
Meiners Oaks CDP,Sub-County Place,2023,October,10/2023,N,Final,1900,1900,0,2.0,2023
Bradbury city,Sub-County Place,2023,March,03/2023,N,Final,400,300,0,7.1,2023
Corte Madera town,Sub-County Place,2018,October,10/2018,N,Final,5300,5200,200,3.1,2023
Mettler CDP,Sub-County Place,2016,September,09/2016,N,Final,100,100,0,4.2,2023
Prattville CDP,Sub-County Place,2019,October,10/2019,N,Final,10,10,0,27.3,2023
Plumas County,County,1995,January,01/1995,N,Final,9340,7500,1840,19.7,2021
Fillmore city,Sub-County Place,2014,October,10/2014,N,Final,8200,7800,400,4.9,2023
Pittsburg city,Sub-County Place,2019,September,09/2019,N,Final,34400,33200,1200,3.4,2023
Paramount city,Sub-County Place,2015,September,09/2015,N,Final,24400,22600,1800,7.2,2023
Signal Hill city,Sub-County Place,2017,September,09/2017,N,Final,6300,6100,200,2.9,2023
Kerman city,Sub-County Place,2015,May,05/2015,N,Final,7000,6200,900,12.4,2023
Raisin City CDP,Sub-County Place,2013,December,12/2013,N,Final,100,100,100,43.5,2023
Rosemead city,Sub-County Place,2013,December,12/2013,N,Final,25100,22600,2500,9.8,2023
Channel Islands Beach CDP,Sub-County Place,2012,February,02/2012,N,Final,1500,1400,100,5.2,2023
Garden Acres CDP,Sub-County Place,2015,July,07/2015,N,Final,4300,3700,600,14.1,2023
Wofford Heights CDP,Sub-County Place,2014,September,09/2014,N,Final,400,400,0,6.6,2023
San Rafael MD,Metropolitan Area,2020,January,01/2020,N,Final,138300,134900,3400,2.5,2023
Rosemead city,Sub-County Place,2017,June,06/2017,N,Final,25200,24000,1200,4.9,2023
Firebaugh city,Sub-County Place,2015,March,03/2015,N,Final,3100,2400,700,23.2,2023
North Auburn CDP,Sub-County Place,2017,June,06/2017,N,Final,5700,5600,100,1.4,2023
Milpitas city,Sub-County Place,2014,July,07/2014,N,Final,37900,35900,2000,5.3,2023
Barstow city,Sub-County Place,2021,January,01/2021,N,Final,10200,9000,1100,11.1,2023
San Luis Obispo-Paso Robles-Arroyo Grande MSA,Metropolitan Area,2001,August,08/2001,N,Final,125500,120100,5300,4.2,2021
Napa County,County,2014,February,02/2014,N,Final,72200,67300,4900,6.8,2023
Clearlake city,Sub-County Place,2010,March,03/2010,N,Final,6730,4970,1760,26.2,2023
Edwards AFB CDP,Sub-County Place,2017,February,02/2017,N,Final,300,300,0,11.0,2023
Kern County,County,2003,September,09/2003,N,Final,313900,285900,28000,8.9,2021
Arbuckle CDP,Sub-County Place,2016,May,05/2016,N,Final,1780,1710,60,3.6,2023
Sacramento city,Sub-County Place,2024,August,08/2024,N,Final,246800,233100,13800,5.6,2023
Rodeo CDP,Sub-County Place,2020,April,04/2020,N,Final,4600,3700,800,18.3,2023
Carlsbad city,Sub-County Place,2012,September,09/2012,N,Final,52900,48700,4200,8.0,2023
Carmel Valley Village CDP,Sub-County Place,2018,May,05/2018,N,Final,2400,2300,200,6.3,2023
Mono County,County,2014,October,10/2014,N,Final,7980,7400,580,7.3,2023
Santa Clara County,County,2003,April,04/2003,N,Final,848000,775900,72200,8.5,2023
Irvine city,Sub-County Place,2019,August,08/2019,N,Final,149600,145300,4300,2.9,2023
Rancho Santa Margarita city,Sub-County Place,2021,April,04/2021,N,Final,25900,24400,1500,5.6,2023
Ramona CDP,Sub-County Place,2023,July,07/2023,N,Final,11400,11100,300,2.8,2023
San Luis Obispo-Paso Robles-Arroyo Grande MSA,Metropolitan Area,1999,May,05/1999,N,Final,110300,107000,3300,3.0,2021
Covelo CDP,Sub-County Place,2020,October,10/2020,N,Final,410,350,60,15.4,2023
Solana Beach city,Sub-County Place,2015,October,10/2015,N,Final,5700,5600,200,2.6,2023
Artesia city,Sub-County Place,2020,June,06/2020,N,Final,7900,6200,1700,21.6,2023
Yuba City MSA,Metropolitan Area,1997,September,09/1997,N,Final,57200,51000,6200,10.8,2021
Farmington CDP,Sub-County Place,2012,June,06/2012,N,Final,100,100,0,0.0,2023
Orinda city,Sub-County Place,2012,November,11/2012,N,Final,8300,8000,400,4.6,2023
Arroyo Grande city,Sub-County Place,2014,March,03/2014,N,Final,9100,8900,300,2.7,2023
Del Monte Forest CDP,Sub-County Place,2012,January,01/2012,N,Final,1200,1100,100,7.7,2023
Lakewood city,Sub-County Place,2022,March,03/2022,N,Final,42100,40200,1900,4.5,2023
Fresno County,County,2021,January,01/2021,N,Final,437200,389600,47600,10.9,2023
Montecito CDP,Sub-County Place,2015,December,12/2015,N,Final,3000,2800,200,7.0,2023
Inyo County,County,2018,February,02/2018,N,Final,8620,8230,390,4.5,2023
Moss Landing CDP,Sub-County Place,2019,February,02/2019,N,Final,0,0,0,0.0,2023
Hayward city,Sub-County Place,2012,March,03/2012,N,Final,76300,66500,9800,12.8,2023
Colusa County,County,2012,September,09/2012,N,Final,11760,10060,1700,14.5,2023
Long Beach city,Sub-County Place,2015,June,06/2015,N,Final,235800,217900,17800,7.6,2023
Big River CDP,Sub-County Place,2017,August,08/2017,N,Final,400,400,0,6.2,2023
Galt city,Sub-County Place,2015,September,09/2015,N,Final,10900,10200,700,6.6,2023
Twentynine Palms city,Sub-County Place,2018,January,01/2018,N,Final,6900,6500,400,6.0,2023
Garden Grove city,Sub-County Place,2015,July,07/2015,N,Final,82600,77600,5000,6.0,2023
Moreno Valley city,Sub-County Place,2013,July,07/2013,N,Final,88700,78600,10100,11.4,2023
Amador County,County,2013,January,01/2013,N,Final,14310,12530,1770,12.4,2023
Willows city,Sub-County Place,2011,February,02/2011,N,Final,2420,1900,520,21.4,2023
Napa MSA,Metropolitan Area,1993,May,05/1993,N,Final,56700,53100,3700,6.5,2021
Shoshone CDP,Sub-County Place,2014,November,11/2014,N,Final,10,10,0,0.0,2023
Marysville city,Sub-County Place,2013,June,06/2013,N,Final,4200,3700,600,13.1,2023
Lemoore city,Sub-County Place,2024,June,06/2024,N,Final,12100,11400,800,6.4,2023
Sacramento city,Sub-County Place,2021,December,12/2021,N,Final,239000,226900,12000,5.0,2023
Biola CDP,Sub-County Place,2021,May,05/2021,N,Final,800,600,200,21.6,2023
Point Arena city,Sub-County Place,2023,February,02/2023,N,Final,180,170,10,6.1,2023
Redondo Beach city,Sub-County Place,2013,February,02/2013,N,Final,39400,36900,2500,6.4,2023
Stratford CDP,Sub-County Place,2014,March,03/2014,N,Final,400,400,0,8.2,2023
Orinda city,Sub-County Place,2015,April,04/2015,N,Final,8500,8300,200,2.8,2023
Walnut city,Sub-County Place,2012,July,07/2012,N,Final,15200,13900,1300,8.6,2023
McFarland city,Sub-County Place,2022,March,03/2022,N,Final,5400,5000,400,7.1,2023
Modesto city,Sub-County Place,2023,March,03/2023,N,Final,95200,89600,5600,5.9,2023
Willits city,Sub-County Place,2014,January,01/2014,N,Final,1830,1590,240,12.8,2023
Yuba City MSA,Metropolitan Area,2010,February,02/2010,N,Final,75200,59600,15600,20.7,2023
Gilroy city,Sub-County Place,2020,January,01/2020,N,Final,29000,28000,1100,3.6,2023
Port Hueneme city,Sub-County Place,2022,May,05/2022,N,Final,10200,9800,400,3.8,2023
Winters city,Sub-County Place,2020,August,08/2020,N,Final,3900,3700,200,3.9,2023
Fullerton city,Sub-County Place,2020,December,12/2020,N,Final,67700,62300,5400,8.0,2023
San Bernardino County,County,1990,December,12/1990,N,Final,645000,602900,42100,6.5,2023
Plumas County,County,2003,July,07/2003,N,Final,11070,10280,790,7.2,2021
Rosemont CDP,Sub-County Place,2018,February,02/2018,N,Final,11400,10900,500,4.2,2023
Foresthill CDP,Sub-County Place,2014,December,12/2014,N,Final,300,300,0,4.0,2023
Poplar Cotton Center CDP,Sub-County Place,2022,July,07/2022,N,Final,1100,800,300,25.6,2023
Hawaiian Gardens city,Sub-County Place,2014,March,03/2014,N,Final,6500,6100,500,6.9,2023
Los Altos city,Sub-County Place,2011,June,06/2011,N,Final,13100,12300,900,6.5,2023
Westlake Village city,Sub-County Place,2022,January,01/2022,N,Final,3800,3700,100,2.0,2023
San Miguel CDP,Sub-County Place,2016,May,05/2016,N,Final,1500,1400,100,6.1,2023
Mammoth Lakes town,Sub-County Place,2020,December,12/2020,N,Final,4240,4240,0,0.0,2023
San Mateo County,County,1991,July,07/1991,N,Final,371200,354100,17100,4.6,2023
Butte County,County,2000,June,06/2000,N,Final,91800,85800,6000,6.5,2021
Randsburg CDP,Sub-County Place,2015,October,10/2015,N,Final,0,0,0,0.0,2023
Palmdale city,Sub-County Place,2022,May,05/2022,N,Final,62000,57900,4100,6.7,2023
Pacific Grove city,Sub-County Place,2019,March,03/2019,N,Final,7900,7100,800,9.8,2023
August CDP,Sub-County Place,2016,December,12/2016,N,Final,3400,3200,200,5.7,2023
Aptos Hills Larkin Valley CDP,Sub-County Place,2022,April,04/2022,N,Final,700,600,0,2.3,2023
Hollister city,Sub-County Place,2017,May,05/2017,N,Final,19300,18100,1200,6.2,2023
Quincy CDP,Sub-County Place,2018,February,02/2018,N,Final,920,820,100,10.6,2023
Independence CDP,Sub-County Place,2021,August,08/2021,N,Final,250,250,10,2.4,2023
Siskiyou County,County,1991,July,07/1991,N,Final,19120,17070,2050,10.7,2021
Whitehawk CDP,Sub-County Place,2015,November,11/2015,N,Final,10,10,0,0.0,2023
Lewiston CDP,Sub-County Place,2017,October,10/2017,N,Final,620,600,20,2.9,2023
Dixon city,Sub-County Place,2020,December,12/2020,N,Final,8900,8300,600,6.8,2023
Los Molinos CDP,Sub-County Place,2019,December,12/2019,N,Final,630,600,30,5.4,2023
Del Mar city,Sub-County Place,2019,February,02/2019,N,Final,2100,2100,0,1.3,2023
Rancho Santa Margarita city,Sub-County Place,2021,June,06/2021,N,Final,26100,24600,1500,5.7,2023
Butte County,County,2003,March,03/2003,N,Final,98700,90500,8200,8.3,2021
Richmond city,Sub-County Place,2023,August,08/2023,N,Final,51900,49300,2700,5.1,2023
Corcoran city,Sub-County Place,2023,May,05/2023,N,Final,4700,3800,800,18.0,2023
La Porte CDP,Sub-County Place,2021,October,10/2021,N,Final,0,0,0,0.0,2023
Los Angeles County,County,1982,March,03/1982,N,Final,3792983,3468798,324185,8.5,2020
Littlerock CDP,Sub-County Place,2010,May,05/2010,N,Final,400,300,100,19.4,2023
Azusa city,Sub-County Place,2020,September,09/2020,N,Final,23700,21300,2400,10.2,2023
Forestville CDP,Sub-County Place,2015,June,06/2015,N,Final,2200,2100,100,3.2,2023
Santa Barbara County,County,1993,August,08/1993,N,Final,192000,177900,14200,7.4,2021
Napa city,Sub-County Place,2012,August,08/2012,N,Final,41500,37900,3600,8.6,2023
Tamalpais Homestead Valley CDP,Sub-County Place,2013,September,09/2013,N,Final,6500,6200,200,3.3,2023
Concow CDP,Sub-County Place,2017,November,11/2017,N,Final,100,100,0,4.1,2023
Lake Almanor West CDP,Sub-County Place,2020,November,11/2020,N,Final,50,50,0,0.0,2023
Redding MSA,Metropolitan Area,1999,December,12/1999,N,Final,72900,68300,4600,6.3,2021
Maywood city,Sub-County Place,2016,January,01/2016,N,Final,12100,11500,700,5.5,2023
Del Norte County,County,1993,November,11/1993,N,Final,9490,8160,1330,14.0,2021
Redlands city,Sub-County Place,2017,October,10/2017,N,Final,35100,33900,1200,3.5,2023
Round Valley CDP,Sub-County Place,2024,January,01/2024,N,Final,190,190,0,0.0,2023
Romoland CDP,Sub-County Place,2011,May,05/2011,N,Final,1000,900,100,9.9,2023
Discovery Bay CDP,Sub-County Place,2012,September,09/2012,N,Final,7200,6600,600,8.9,2023
Fairfax town,Sub-County Place,2010,January,01/2010,N,Final,4700,3800,900,19.4,2023
Alhambra city,Sub-County Place,2018,July,07/2018,N,Final,46700,44600,2000,4.3,2023
Visalia-Porterville MSA,Metropolitan Area,2022,February,02/2022,N,Final,204700,185600,19100,9.3,2023
Truckee town,Sub-County Place,2016,November,11/2016,N,Final,9290,8850,440,4.8,2023
Paxton CDP,Sub-County Place,2013,September,09/2013,N,Final,0,0,0,0.0,2023
San Fernando city,Sub-County Place,2012,May,05/2012,N,Final,11300,10300,1000,8.4,2023
Woodcrest CDP,Sub-County Place,2010,January,01/2010,N,Final,7400,6500,900,11.8,2023
Hidden Hills city,Sub-County Place,2013,November,11/2013,N,Final,900,800,100,5.8,2023
Mountain House CDP,Sub-County Place,2024,July,07/2024,N,Final,10400,10100,300,2.4,2023
La Quinta city,Sub-County Place,2021,December,12/2021,N,Final,19700,19000,800,3.9,2023
Indian Falls CDP,Sub-County Place,2010,November,11/2010,N,Final,0,0,0,0.0,2023
Redding city,Sub-County Place,2023,October,10/2023,N,Final,40700,38800,1900,4.6,2023
Moraga town,Sub-County Place,2016,March,03/2016,N,Final,7100,6800,300,4.3,2023
Earlimart CDP,Sub-County Place,2018,July,07/2018,N,Final,3600,3100,600,16.3,2023
Stanton city,Sub-County Place,2015,June,06/2015,N,Final,18700,17500,1100,6.1,2023
San Luis Obispo County,County,2005,August,08/2005,N,Final,131500,126100,5500,4.2,2021
California,State,1978,July,07/1978,N,Final,11104134,10245560,858574,7.7,2020
San Jose-Sunnyvale-Santa Clara MSA,Metropolitan Area,2015,September,09/2015,N,Final,1044500,1003300,41100,3.9,2023
Ontario city,Sub-County Place,2020,March,03/2020,N,Final,90000,85500,4400,4.9,2023
Lynwood city,Sub-County Place,2018,July,07/2018,N,Final,28800,27000,1800,6.3,2023
Prunedale CDP,Sub-County Place,2013,November,11/2013,N,Final,10100,9000,1100,11.3,2023
Lemoore Station CDP,Sub-County Place,2015,May,05/2015,N,Final,1100,1000,100,9.2,2023
La Mirada city,Sub-County Place,2016,January,01/2016,N,Final,23700,22500,1300,5.3,2023
Anaheim-Santa Ana-Irvine MD,Metropolitan Area,1996,April,04/1996,N,Final,1318700,1262100,56500,4.3,2021
Mono County,County,2009,January,01/2009,N,Final,9670,9050,620,6.4,2021
Milpitas city,Sub-County Place,2013,December,12/2013,N,Final,35800,33900,1900,5.2,2023
Riverside city,Sub-County Place,2015,January,01/2015,N,Final,146900,136500,10400,7.1,2023
Terra Bella CDP,Sub-County Place,2010,November,11/2010,N,Final,600,300,300,47.8,2023
Norco city,Sub-County Place,2021,November,11/2021,N,Final,12500,11900,500,4.3,2023
South Gate city,Sub-County Place,2013,February,02/2013,N,Final,43600,37800,5800,13.2,2023
Marin County,County,2008,August,08/2008,N,Final,133400,126400,6900,5.2,2021
Grand Terrace city,Sub-County Place,2021,December,12/2021,N,Final,6900,6500,400,6.1,2023
Green Valley CDP,Sub-County Place,2013,June,06/2013,N,Final,700,700,0,0.0,2023
Valley Springs CDP,Sub-County Place,2015,November,11/2015,N,Final,2120,1970,150,7.1,2023
Aptos CDP,Sub-County Place,2010,May,05/2010,N,Final,3400,3100,400,10.6,2023
San Bruno city,Sub-County Place,2022,September,09/2022,N,Final,27700,27100,600,2.3,2023
Bodfish CDP,Sub-County Place,2013,May,05/2013,N,Final,500,400,200,29.7,2023
Blue Lake city,Sub-County Place,2021,November,11/2021,N,Final,400,400,0,4.6,2023
Santa Ana city,Sub-County Place,2018,July,07/2018,N,Final,158300,153100,5100,3.2,2023
Big Bear City CDP,Sub-County Place,2012,December,12/2012,N,Final,4800,4300,500,11.4,2023
Cantua Creek CDP,Sub-County Place,2016,April,04/2016,N,Final,100,100,0,0.0,2023
Cartago CDP,Sub-County Place,2020,July,07/2020,N,Final,30,30,0,0.0,2023
Windsor town,Sub-County Place,2017,August,08/2017,N,Final,14200,13700,500,3.4,2023
Hamilton City CDP,Sub-County Place,2013,February,02/2013,N,Final,1140,970,180,15.4,2023
Isla Vista CDP,Sub-County Place,2011,December,12/2011,N,Final,8700,6900,1900,21.6,2023
Carpinteria city,Sub-County Place,2023,March,03/2023,N,Final,6800,6500,300,4.5,2023
Woodcrest CDP,Sub-County Place,2010,February,02/2010,N,Final,7400,6500,900,11.8,2023
Coto de Caza CDP,Sub-County Place,2023,June,06/2023,N,Final,8100,7900,300,3.1,2023
Oildale CDP,Sub-County Place,2010,February,02/2010,N,Final,14000,10300,3700,26.6,2023
Weldon CDP,Sub-County Place,2024,May,05/2024,N,Final,800,700,100,7.8,2023
Lakeview CDP,Sub-County Place,2013,December,12/2013,N,Final,1000,900,0,3.4,2023
Ford City CDP,Sub-County Place,2024,August,08/2024,N,Final,2100,1600,500,22.3,2023
San Anselmo town,Sub-County Place,2020,July,07/2020,N,Final,6900,6300,600,8.4,2023
Canyon Lake city,Sub-County Place,2017,July,07/2017,N,Final,5200,5100,200,3.4,2023
Oildale CDP,Sub-County Place,2013,March,03/2013,N,Final,14300,11200,3000,21.1,2023
Orange city,Sub-County Place,2017,August,08/2017,N,Final,72000,69300,2700,3.8,2023
Pinole city,Sub-County Place,2016,November,11/2016,N,Final,9500,9300,300,2.8,2023
Cerritos city,Sub-County Place,2024,April,04/2024,N,Final,24200,23300,900,3.8,2023
Hydesville CDP,Sub-County Place,2016,September,09/2016,N,Final,400,400,0,0.0,2023
Vallejo city,Sub-County Place,2017,January,01/2017,N,Final,56200,52800,3400,6.1,2023
Madera County,County,2015,February,02/2015,N,Final,61600,54300,7400,11.9,2023
Rowland Heights CDP,Sub-County Place,2023,November,11/2023,N,Final,23800,22700,1200,4.9,2023
Mill Valley city,Sub-County Place,2011,March,03/2011,N,Final,6900,6600,400,5.4,2023
West Covina city,Sub-County Place,2017,January,01/2017,N,Final,52800,50000,2800,5.4,2023
Inglewood city,Sub-County Place,2023,April,04/2023,N,Final,51300,48900,2500,4.8,2023
Corte Madera town,Sub-County Place,2011,July,07/2011,N,Final,5200,4700,500,9.8,2023
Emeryville city,Sub-County Place,2021,July,07/2021,N,Final,8200,7700,500,5.7,2023
Trinity County,County,2012,November,11/2012,N,Final,5230,4580,650,12.4,2023
Sacramento County,County,2003,April,04/2003,N,Final,646200,610100,36100,5.6,2023
Alpine Village CDP,Sub-County Place,2012,January,01/2012,N,Final,110,80,30,26.3,2023
North Lakeport CDP,Sub-County Place,2017,December,12/2017,N,Final,1330,1320,10,0.8,2023
Turlock city,Sub-County Place,2017,February,02/2017,N,Final,33300,31100,2100,6.5,2023
Eureka city,Sub-County Place,2017,September,09/2017,N,Final,12900,12400,500,3.6,2023
North Edwards CDP,Sub-County Place,2019,July,07/2019,N,Final,500,400,100,11.3,2023
Mountain View Acres CDP,Sub-County Place,2020,June,06/2020,N,Final,1000,800,200,18.7,2023
West Sacramento city,Sub-County Place,2019,May,05/2019,N,Final,25300,24400,900,3.5,2023
Mountain Mesa CDP,Sub-County Place,2018,October,10/2018,N,Final,100,100,0,0.0,2023
Thermalito CDP,Sub-County Place,2024,February,02/2024,N,Final,2500,2300,200,8.9,2023
Mono County,County,2013,March,03/2013,N,Final,8310,7600,720,8.6,2023
Brisbane city,Sub-County Place,2022,April,04/2022,N,Final,2900,2800,200,5.2,2023
Goleta City,Sub-County Place,2013,August,08/2013,N,Final,17000,16300,700,4.2,2023
Elkhorn CDP,Sub-County Place,2024,January,01/2024,N,Final,600,500,100,22.7,2023
Modesto MSA,Metropolitan Area,2008,October,10/2008,N,Final,233300,206500,26800,11.5,2021
Fountain Valley city,Sub-County Place,2019,April,04/2019,N,Final,27900,27200,700,2.5,2023
Boronda CDP,Sub-County Place,2017,September,09/2017,N,Final,1200,1100,100,10.8,2023
Sebastopol city,Sub-County Place,2020,January,01/2020,N,Final,3900,3800,100,3.2,2023
Lennox CDP,Sub-County Place,2018,August,08/2018,N,Final,11400,10800,600,5.3,2023
Ivanhoe CDP,Sub-County Place,2021,December,12/2021,N,Final,1800,1700,100,7.4,2023
Squaw Valley CDP,Sub-County Place,2019,October,10/2019,N,Final,1100,1100,0,1.1,2023
Concow CDP,Sub-County Place,2014,October,10/2014,N,Final,100,100,0,5.7,2023
Jackson city,Sub-County Place,2010,June,06/2010,N,Final,1820,1720,110,5.8,2023
Clovis city,Sub-County Place,2010,September,09/2010,N,Final,49600,43600,5900,12.0,2023
Westminster city,Sub-County Place,2014,April,04/2014,N,Final,41700,38700,3000,7.2,2023
Le Grand CDP,Sub-County Place,2022,April,04/2022,N,Final,600,600,100,7.9,2023
Oxnard-Thousand Oaks-Ventura MSA,Metropolitan Area,2010,July,07/2010,N,Final,430400,380800,49600,11.5,2023
Monterey County,County,2013,March,03/2013,N,Final,206500,178600,27900,13.5,2023
Mesa Vista CDP,Sub-County Place,2019,October,10/2019,N,Final,90,80,0,1.2,2023
Atascadero city,Sub-County Place,2019,September,09/2019,N,Final,15100,14800,400,2.4,2023
Idyllwild Pine Cove CDP,Sub-County Place,2019,July,07/2019,N,Final,1200,1200,100,6.3,2023
Colfax city,Sub-County Place,2012,June,06/2012,N,Final,1000,900,100,9.2,2023
Woodcrest CDP,Sub-County Place,2016,February,02/2016,N,Final,8100,7700,400,4.9,2023
Signal Hill city,Sub-County Place,2020,May,05/2020,N,Final,5400,4800,700,12.2,2023
Searles Valley CDP,Sub-County Place,2022,November,11/2022,N,Final,500,500,0,6.3,2023
Santa Paula city,Sub-County Place,2018,May,05/2018,N,Final,13600,13000,700,5.0,2023
Hanford city,Sub-County Place,2015,October,10/2015,N,Final,24500,22400,2100,8.5,2023
El Cerrito CDP,Sub-County Place,2010,September,09/2010,N,Final,2100,1900,200,7.6,2023
Redway CDP,Sub-County Place,2017,July,07/2017,N,Final,700,700,0,4.1,2023
Chester CDP,Sub-County Place,2024,February,02/2024,N,Final,970,930,40,4.3,2023
Avocado Heights CDP,Sub-County Place,2023,June,06/2023,N,Final,6800,6400,300,4.9,2023
Laguna Beach city,Sub-County Place,2010,October,10/2010,N,Final,12300,11300,900,7.5,2023
Aromas CDP (Monterey Co),Sub-County Place,2015,August,08/2015,N,Final,1900,1800,100,4.8,2023
Alpaugh CDP,Sub-County Place,2018,July,07/2018,N,Final,300,200,100,26.1,2023
Crestline CDP,Sub-County Place,2020,July,07/2020,N,Final,4300,3900,400,10.0,2023
Broadmoor CDP,Sub-County Place,2017,April,04/2017,N,Final,2700,2600,100,3.1,2023
